SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,DOLLARS PER SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,NUM_UNITS,Association Heat,Association Water,Pool,Other Extras,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-28-2020,Condo/Co-op,800 S Oak Park Ave Unit 3S,Oak Park,IL,60304,200000.00,3.00,1.00,Oak Park,,,1920.00,13.00,,300.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/800-S-Oak-Park-Ave-60304/unit-3S/home/12672066,MRED,10737292,N,Y,41.8741602,-87.7938029
PAST SALE,August-21-2020,Condo/Co-op,420 S Kenilworth Ave #5,Oak Park,IL,60302,55000.00,1.00,1.00,Oak Park,900.00,14100.00,1964.00,51.00,61.00,225.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/420-S-Kenilworth-Ave-60302/unit-5/home/13267780,MRED,10789883,N,Y,41.8806558,-87.7965636
PAST SALE,,Condo/Co-op,1194 S Kenilworth Ave Unit 2W,Oak Park,IL,60304,119000.00,2.00,1.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/1194-S-Kenilworth-Ave-60304/unit-2W/home/26793817,,,N,Y,41.8653643,-87.7960643
PAST SALE,September-30-2020,Condo/Co-op,314 S Wisconsin Ave Unit 1S,Oak Park,IL,60302,292000.00,2.00,1.00,Oak Park,1600.00,,1925.00,11.00,183.00,360.00,Sold,,,6,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/314-Wisconsin-Ave-60302/unit-1S/home/144975720,MRED,10791658,N,Y,41.8825661,-87.8019736
PAST SALE,September-16-2020,Condo/Co-op,6436 Roosevelt Rd #309,Oak Park,IL,60304,174000.00,1.00,1.00,Oak Park,891.00,,2006.00,25.00,195.00,268.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/6436-Roosevelt-Rd-60304/unit-309/home/39563564,MRED,10760099,N,Y,41.8655414,-87.7857974
PAST SALE,August-31-2020,Condo/Co-op,6436 Roosevelt Rd #201,Oak Park,IL,60304,249500.00,2.00,2.00,Oak Park,1200.00,,2006.00,41.00,208.00,389.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/6436-Roosevelt-Rd-60304/unit-201/home/39549850,MRED,10791259,N,Y,41.8655716,-87.7856331
PAST SALE,March-27-2020,Condo/Co-op,409 S Humphrey Ave S #3,Oak Park,IL,60302,191200.00,2.00,2.00,Oak Park,1400.00,2408.00,,198.00,137.00,329.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/409-S-Humphrey-Ave-60302/unit-3/home/12672067,MRED,10587232,N,Y,41.8817605,-87.7765812
PAST SALE,April-20-2020,Condo/Co-op,615 Washington Blvd Unit 1N,Oak Park,IL,60302,182000.00,2.00,1.00,Oak Park,850.00,,1928.00,174.00,214.00,350.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/615-Washington-Blvd-60302/unit-1N/home/145000153,MRED,10637235,N,Y,41.8814229,-87.7902631
PAST SALE,August-28-2020,Condo/Co-op,37 WASHINGTON Blvd #2,Oak Park,IL,60302,244000.00,3.00,2.00,Oak Park,,,1925.00,44.00,,366.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/37-Washington-Blvd-60302/unit-2/home/12688194,MRED,10719391,N,Y,41.8817605,-87.7765812
PAST SALE,December-16-2019,Condo/Co-op,814 S MAPLE Ave Unit 2N,Oak Park,IL,60304,205000.00,3.00,1.50,Oak Park,,,1928.00,300.00,,429.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/814-S-Maple-Ave-60304/unit-2N/home/12683253,MRED,10487126,N,Y,41.874651,-87.8033485
PAST SALE,September-15-2020,Condo/Co-op,110 S Marion St #305,Oak Park,IL,60302,390000.00,2.00,2.50,Oak Park,1613.00,,2006.00,26.00,242.00,486.00,Sold,,,39,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/110-S-Marion-St-60302/unit-305/home/26811204,MRED,10810426,N,Y,41.8864362,-87.8022247
PAST SALE,August-28-2020,Condo/Co-op,914 N Austin Blvd Unit B10,Oak Park,IL,60302,142000.00,2.00,2.00,Oak Park,1300.00,,1965.00,44.00,109.00,388.00,Sold,,,27,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/914-N-Austin-Blvd-60302/unit-B10/home/12699269,MRED,10685268,N,Y,41.8971352,-87.7756794
PAST SALE,,Condo/Co-op,530 Washington Blvd Unit 1E,Oak Park,IL,60302,160000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/530-Washington-Blvd-60302/unit-1E/home/13268296,,,N,Y,41.8818858,-87.7891297
PAST SALE,,Condo/Co-op,227 N Oak Park Ave Unit 3W,Oak Park,IL,60302,128000.00,1.00,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/227-N-Oak-Park-Ave-60302/unit-3W/home/12604700,,,N,Y,41.891035,-87.7950369
PAST SALE,June-29-2020,Condo/Co-op,1121 S Oak Park Ave #2,Oak Park,IL,60304,230000.00,3.00,1.00,Oak Park,,,,104.00,,160.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1121-S-Oak-Park-Ave-60304/unit-2/home/12573305,MRED,10723692,N,Y,41.8679647,-87.7941435
PAST SALE,December-24-2019,Condo/Co-op,217 N Oak Park Ave Unit 2W,Oak Park,IL,60302,125000.00,1.00,1.00,Oak Park,,,1928.00,292.00,,251.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/217-N-Oak-Park-Ave-60302/unit-2W/home/12613256,MRED,10570365,N,Y,41.891035,-87.7950369
PAST SALE,,Condo/Co-op,727 S Maple Ave #105,Oak Park,IL,60304,115000.00,2.00,1.00,,900.00,,,,128.00,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/727-S-Maple-Ave-60304/unit-105/home/13249971,,,N,Y,41.8757826,-87.8041598
PAST SALE,,Condo/Co-op,439 Home Ave Unit 2S,Oak Park,IL,60302,220000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/439-Home-Ave-60302/unit-2S/home/13269588,,,N,Y,41.880083,-87.8002707
PAST SALE,August-24-2020,Condo/Co-op,921 Ontario St Unit B,Oak Park,IL,60302,272500.00,2.00,2.00,Oak Park,,,,48.00,,235.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/921-Ontario-St-60302/unit-B/home/12792462,MRED,10725598,N,Y,41.8898992,-87.7986573
PAST SALE,August-24-2020,Condo/Co-op,339 Home Ave Unit 2A,Oak Park,IL,60302,225000.00,2.00,2.00,Oak Park,1200.00,,1966.00,48.00,188.00,358.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/339-Home-Ave-60302/unit-2A/home/13270618,MRED,10765739,N,Y,41.881846,-87.800385
PAST SALE,May-5-2020,Condo/Co-op,200 S Maple Ave #12,Oak Park,IL,60302,315000.00,3.00,3.00,Oak Park,1800.00,,1929.00,159.00,175.00,654.00,Sold,,,46,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/200-S-Maple-Ave-60302/unit-12/home/13270116,MRED,10505044,N,Y,41.8849223,-87.8036032
PAST SALE,June-29-2020,Condo/Co-op,324 Wisconsin Ave Unit C,Oak Park,IL,60302,350000.00,3.00,2.50,Oak Park,2400.00,,2001.00,104.00,146.00,275.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/324-Wisconsin-Ave-60302/unit-C/home/12716149,MRED,10697394,N,Y,41.8822864,-87.8019608
PAST SALE,November-20-2019,Condo/Co-op,426 S Wisconsin Ave Unit 3S,Oak Park,IL,60302,200500.00,3.00,2.00,Oak Park,1664.00,,1940.00,326.00,120.00,357.00,Sold,,,6,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/426-Wisconsin-Ave-60302/unit-3S/home/23416201,MRED,10494121,N,Y,41.88047,-87.80188
PAST SALE,August-14-2020,Condo/Co-op,822 Washington Blvd #3,Oak Park,IL,60302,161000.00,2.00,1.00,Oak Park,,,1925.00,58.00,,413.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/822-Washington-Blvd-60302/unit-3/home/12631750,MRED,10715799,N,Y,41.8817929,-87.7952672
PAST SALE,August-14-2020,Condo/Co-op,816 Washington Blvd #2,Oak Park,IL,60302,125000.00,1.00,1.00,Oak Park,,,1925.00,58.00,,268.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/816-Washington-Blvd-60302/unit-2/home/12651166,MRED,10732132,N,Y,41.8817929,-87.7952672
PAST SALE,April-2-2020,Condo/Co-op,220 S Maple Ave #40,Oak Park,IL,60302,271000.00,3.00,2.50,Oak Park,1700.00,,,192.00,159.00,539.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/220-S-Maple-Ave-60302/unit-40/home/13270244,MRED,10566703,N,Y,41.8849223,-87.8036032
PAST SALE,July-6-2020,Condo/Co-op,333 S East Ave Unit U210,Oak Park,IL,60302,212000.00,3.00,2.00,Oak Park,1200.00,,1967.00,97.00,177.00,426.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/333-South-East-Ave-60302/unit-U210/home/171315491,MRED,10632746,N,Y,41.8818215,-87.7898212
PAST SALE,May-15-2020,Condo/Co-op,201 S Maple Ave #107,Oak Park,IL,60302,121500.00,1.00,1.00,Oak Park,,,1970.00,149.00,,254.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/201-S-Maple-Ave-60302/unit-107/home/13270499,MRED,10621985,N,Y,41.8850439,-87.8044758
PAST SALE,February-18-2020,Condo/Co-op,846 Ontario St #846,Oak Park,IL,60302,130000.00,1.00,1.00,Oak Park,,,1904.00,236.00,,96.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/846-Ontario-St-60302/unit-846/home/144983613,MRED,10597529,N,Y,41.8903365,-87.7971976
PAST SALE,March-25-2020,Condo/Co-op,930 Ontario St Unit 4C,Oak Park,IL,60302,216500.00,2.00,2.00,Oak Park,1200.00,,1972.00,200.00,180.00,427.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/930-Ontario-St-60302/unit-4C/home/12791750,MRED,10627807,N,Y,41.8903718,-87.7990415
PAST SALE,,Condo/Co-op,203 N Kenilworth Ave Unit 3M,Oak Park,IL,60302,250000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/203-N-Kenilworth-Ave-60302/unit-3M/home/13272184,,,N,Y,41.8904726,-87.7982348
PAST SALE,August-3-2020,Condo/Co-op,126 N Taylor Ave Unit 2N,Oak Park,IL,60302,148900.00,2.00,1.00,Oak Park,1000.00,,,69.00,149.00,245.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/126-N-Taylor-Ave-60302/unit-2N/home/12600042,MRED,10751142,N,Y,41.8884916,-87.7778321
PAST SALE,May-27-2020,Condo/Co-op,722 Erie St #1,Oak Park,IL,60302,180000.00,1.00,1.00,Oak Park,1100.00,,1928.00,137.00,164.00,325.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/722-Erie-St-60302/unit-1/home/12769563,MRED,10684062,N,Y,41.8917671,-87.7940919
PAST SALE,November-26-2019,Condo/Co-op,400 S Elmwood Ave Unit 3N,Oak Park,IL,60302,141000.00,2.00,1.00,Oak Park,,,1974.00,320.00,,334.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/400-S-Elmwood-Ave-60302/unit-3N/home/13269016,MRED,10523598,N,Y,41.881376,-87.78588
PAST SALE,October-23-2019,Condo/Co-op,1127 Erie St Unit 1D,Oak Park,IL,60302,128400.00,1.00,1.00,Oak Park,700.00,,1965.00,354.00,183.00,240.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1127-Erie-St-60302/unit-1D/home/12814045,MRED,10516829,N,Y,41.8914968,-87.8041694
PAST SALE,October-15-2019,Condo/Co-op,221 N KENILWORTH Ave #502,Oak Park,IL,60302,280000.00,2.00,2.00,Oak Park,1200.00,,1970.00,362.00,233.00,337.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/221-N-Kenilworth-Ave-60302/unit-502/home/13271415,MRED,10450084,N,Y,41.8909311,-87.7982867
PAST SALE,September-30-2020,Condo/Co-op,1135 Schneider Ave Unit 2C,Oak Park,IL,60302,253500.00,2.00,2.00,Oak Park,1400.00,,1998.00,11.00,181.00,340.00,Sold,,,10,FALSE,TRUE,FALSE,TRUE,http://www.redfin.com/IL/Oak-Park/1135-Schneider-Ave-60302/unit-2C/home/12790251,MRED,10800191,N,Y,41.8960283,-87.8049952
PAST SALE,September-18-2020,Condo/Co-op,1108 ERIE St Unit 2R,Oak Park,IL,60302,166000.00,1.00,1.00,Oak Park,,,1957.00,23.00,,173.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1108-Erie-St-60302/unit-2R/home/172658638,MRED,10805861,N,Y,41.8920805,-87.8032668
PAST SALE,,Condo/Co-op,216 N Oak Park Ave Unit 2Z,Oak Park,IL,60302,160000.00,1.00,1.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/216-N-Oak-Park-Ave-60302/unit-2Z/home/13271572,,,N,Y,41.890997,-87.794034
PAST SALE,February-19-2020,Condo/Co-op,434 Harrison St #1,Oak Park,IL,60304,88000.00,1.00,1.00,Oak Park,,,1920.00,235.00,,210.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/434-Harrison-St-60304/unit-1/home/144967277,MRED,10409516,N,Y,41.8727544,-87.7857816
PAST SALE,,Condo/Co-op,950 Washington Blvd #306,Oak Park,IL,60302,100000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/950-Washington-Blvd-60302/unit-306/home/13269627,,,N,Y,41.8817621,-87.7995227
PAST SALE,June-19-2020,Condo/Co-op,150 S Oak Park Ave #404,Oak Park,IL,60302,187500.00,2.00,2.00,Oak Park,,,1967.00,114.00,,331.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/150-S-Oak-Park-Ave-60302/unit-404/home/70980453,MRED,10697752,N,Y,41.8858555,-87.7939706
PAST SALE,September-23-2020,Condo/Co-op,925 Clarence Ave #3,Oak Park,IL,60304,147000.00,1.00,1.00,Oak Park,900.00,,1920.00,18.00,163.00,315.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/925-Clarence-Ave-60304/unit-3/home/12716472,MRED,10777843,N,Y,41.871536,-87.7909128
PAST SALE,,Condo/Co-op,444 Washington Blvd #305,Oak Park,IL,60302,93000.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/444-Washington-Blvd-60302/unit-305/home/13269176,,,N,Y,41.8819942,-87.7867798
PAST SALE,December-23-2019,Condo/Co-op,337 S Maple Ave #21,Oak Park,IL,60302,85000.00,1.00,1.00,Oak Park,,,1965.00,293.00,,203.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/337-S-Maple-Ave-60302/unit-21/home/13269846,MRED,10465574,N,Y,41.881879,-87.8043726
PAST SALE,March-31-2020,Condo/Co-op,725 ERIE St Unit 2D,Oak Park,IL,60302,149000.00,1.00,1.00,Oak Park,,,1928.00,194.00,,390.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/725-Erie-St-60302/unit-2D/home/13272289,MRED,10649692,N,Y,41.890997,-87.794034
PAST SALE,,Condo/Co-op,727 S Maple Ave #205,Oak Park,IL,60304,47000.00,1.00,1.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/727-S-Maple-Ave-60304/unit-205/home/13249897,,,N,Y,41.875783,-87.80416
PAST SALE,December-9-2019,Condo/Co-op,1025 Randolph St #301,Oak Park,IL,60302,195000.00,2.00,1.50,Oak Park,,,1971.00,307.00,,459.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1025-Randolph-St-60302/unit-301/home/13269639,MRED,10521097,N,Y,41.882966,-87.8011976
PAST SALE,March-27-2020,Condo/Co-op,646 Adams St Unit 2E,Oak Park,IL,60304,145000.00,2.00,1.00,Oak Park,,,1912.00,198.00,,282.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/646-Adams-St-60304/unit-2E/home/12610969,MRED,10642049,N,Y,41.8780914,-87.791452
PAST SALE,January-24-2020,Condo/Co-op,426 S Austin Blvd Unit G,Oak Park,IL,60304,40000.00,0.00,1.00,Oak Park,,,1927.00,261.00,,161.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/426-S-Austin-Blvd-60304/unit-G/home/144957095,MRED,10560534,N,Y,41.8736819,-87.7748853
PAST SALE,December-31-2019,Condo/Co-op,816 Washington Blvd #3,Oak Park,IL,60302,122750.00,1.00,1.00,Oak Park,856.00,,1925.00,285.00,143.00,271.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/816-Washington-Blvd-60302/unit-3/home/12651165,MRED,10504363,N,Y,41.8817929,-87.7952672
PAST SALE,,Condo/Co-op,647 Garfield St #3,Oak Park,IL,60304,1000000.00,2.00,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/647-Garfield-St-60304/unit-3/home/12723876,,,N,Y,41.871536,-87.7909128
PAST SALE,April-1-2020,Condo/Co-op,608 S Highland Ave Unit 1N,Oak Park,IL,60304,160000.00,2.00,1.00,Oak Park,1000.00,,,193.00,160.00,275.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/608-Highland-Ave-60304/unit-00001N/home/22807472,MRED,10622732,N,Y,41.8777293,-87.7816559
PAST SALE,January-7-2020,Condo/Co-op,1020 Washington Blvd Unit 3C,Oak Park,IL,60302,133000.00,2.00,1.00,Oak Park,,,1960.00,278.00,,354.00,Sold,,,,,,,,http://www.redfin.com/IL/Chicago/1020-W-Washington-Blvd-60607/unit-3C/home/13269514,MRED,10545710,N,Y,41.881796,-87.800894
PAST SALE,,Condo/Co-op,150 S Oak Park Ave Unit 3C,Oak Park,IL,60302,187500.00,2.00,2.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/150-S-Oak-Park-Ave-60302/unit-3C/home/13269432,,,N,Y,41.8858555,-87.7939706
PAST SALE,March-20-2020,Condo/Co-op,1108 ERIE St Unit 2F,Oak Park,IL,60302,162000.00,1.00,1.00,Oak Park,,,1957.00,205.00,,173.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1108-Erie-St-60302/unit-2F/home/145033418,MRED,10639376,N,Y,41.8920805,-87.8032668
PAST SALE,September-9-2020,Condo/Co-op,333 S East Ave #207,Oak Park,IL,60302,180000.00,2.00,2.00,Oak Park,1200.00,,1967.00,32.00,150.00,360.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/333-S-East-Ave-60302/unit-207/home/13268169,MRED,10680633,N,Y,41.8818215,-87.7898212
PAST SALE,January-22-2020,Condo/Co-op,1135 Schneider Ave Unit 3B,Oak Park,IL,60302,265000.00,2.00,2.00,Oak Park,1400.00,,1998.00,263.00,189.00,340.00,Sold,,,10,FALSE,TRUE,FALSE,TRUE,http://www.redfin.com/IL/Oak-Park/1135-Schneider-Ave-60302/unit-3B/home/12790440,MRED,10544982,N,Y,41.8960283,-87.8049952
PAST SALE,July-15-2020,Condo/Co-op,721 ONTARIO St #202,Oak Park,IL,60302,400000.00,2.00,2.50,Oak Park,1840.00,1840.00,1920.00,88.00,217.00,611.00,Sold,,,30,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/721-Ontario-St-60302/unit-202/home/112994888,MRED,10727675,N,Y,41.889831,-87.794038
PAST SALE,January-16-2020,Condo/Co-op,805 Erie St #1,Oak Park,IL,60302,141000.00,1.00,1.00,Oak Park,,,1928.00,269.00,,247.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/805-Erie-St-60302/unit-1/home/12617174,MRED,10554227,N,Y,41.8910347,-87.795037
PAST SALE,January-20-2020,Condo/Co-op,1135 Schneider Ave Unit 4A,Oak Park,IL,60302,280000.00,2.00,2.00,Oak Park,1300.00,,1998.00,265.00,215.00,374.00,Sold,,,10,FALSE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/1135-Schneider-Ave-60302/unit-4A/home/12790441,MRED,10563528,N,Y,41.8960283,-87.8049952
PAST SALE,March-25-2020,Condo/Co-op,333 S Oak Park Ave Unit 1-S,Oak Park,IL,60302,260000.00,2.00,2.00,Oak Park,1828.00,,1929.00,200.00,142.00,721.00,Sold,,,30,TRUE,TRUE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/333-S-Oak-Park-Ave-60302/unit-1S/home/13270028,MRED,10630437,N,Y,41.8821469,-87.7946621
PAST SALE,October-25-2019,Condo/Co-op,203 N Kenilworth Ave Unit 2L,Oak Park,IL,60302,182500.00,2.00,2.00,Oak Park,,,1965.00,352.00,,398.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/203-N-Kenilworth-Ave-60302/unit-2L/home/52637111,MRED,10510283,N,Y,41.8904726,-87.7982348
PAST SALE,April-3-2020,Condo/Co-op,222 N Grove Ave Unit 2B,Oak Park,IL,60302,200000.00,2.00,2.00,Oak Park,1200.00,,1966.00,191.00,167.00,337.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/222-N-Grove-Ave-60302/unit-2B/home/13271635,MRED,10599805,N,Y,41.8908879,-87.7956225
PAST SALE,,Condo/Co-op,940 Washington Blvd Unit 3E,Oak Park,IL,60302,85000.00,1.00,,,1100.00,,,,77.00,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/940-Washington-Blvd-60302/unit-3E/home/13269763,,,N,Y,41.881729,-87.7990475
PAST SALE,,Condo/Co-op,721 Erie St Unit 2B,Oak Park,IL,60302,153000.00,2.00,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/721-Erie-St-60302/unit-2B/home/13271217,,,N,Y,41.890997,-87.794034
PAST SALE,August-6-2020,Condo/Co-op,852 WASHINGTON Blvd #2,Oak Park,IL,60302,130000.00,1.00,1.00,Oak Park,,,1928.00,66.00,,249.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/852-Washington-Blvd-60302/unit-2/home/12726684,MRED,10752462,N,Y,41.881865,-87.7965976
PAST SALE,August-14-2020,Condo/Co-op,208 N Kenilworth Ave Unit 1N,Oak Park,IL,60302,178000.00,2.00,1.00,Oak Park,,,1921.00,58.00,,438.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/208-N-Kenilworth-Ave-60302/unit-1N/home/172187448,MRED,10753335,N,Y,41.890367,-87.797106
PAST SALE,December-13-2019,Condo/Co-op,1136 Ontario St Unit 1B,Oak Park,IL,60302,167000.00,2.00,1.00,Oak Park,1150.00,,1927.00,303.00,145.00,415.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/1136-Ontario-St-60302/unit-1B/home/13271073,MRED,10464883,N,Y,41.890758,-87.8043896
PAST SALE,March-13-2020,Condo/Co-op,221 N Kenilworth Ave #511,Oak Park,IL,60302,135000.00,1.00,1.00,Oak Park,965.00,,1975.00,212.00,140.00,262.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/221-N-Kenilworth-Ave-60302/unit-511/home/13271166,MRED,10609913,N,Y,41.8909311,-87.7982867
PAST SALE,September-17-2020,Condo/Co-op,1135 Schneider Ave Unit 3C,Oak Park,IL,60302,267000.00,2.00,2.00,Oak Park,1400.00,,1998.00,24.00,191.00,356.00,Sold,,,10,FALSE,TRUE,FALSE,TRUE,http://www.redfin.com/IL/Oak-Park/1135-Schneider-Ave-60302/unit-3C/home/12791328,MRED,10792259,N,Y,41.8960283,-87.8049952
PAST SALE,,Condo/Co-op,439 S Taylor Ave Unit GA,Oak Park,IL,60302,62500.00,,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/439-S-Taylor-Ave-60302/unit-GA/home/13267337,,,N,Y,41.8804599,-87.778169
PAST SALE,November-5-2019,Condo/Co-op,106 S Ridgeland Ave #406,Oak Park,IL,60302,328000.00,2.00,2.00,Oak Park,1318.00,,2004.00,341.00,249.00,368.00,Sold,,,51,FALSE,FALSE,FALSE,FALSE,http://www.redfin.com/IL/Oak-Park/106-S-Ridgeland-Ave-60302/unit-406/home/12617155,MRED,10469280,N,Y,41.8866707,-87.7841265
PAST SALE,October-21-2019,Condo/Co-op,123 WASHINGTON Blvd #3,Oak Park,IL,60302,160000.00,2.00,1.00,Oak Park,,,1928.00,356.00,,341.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/123-Washington-Blvd-60302/unit-3/home/12792458,MRED,10480879,N,Y,41.8817201,-87.77925
PAST SALE,November-19-2019,Condo/Co-op,415 S Lombard Ave #301,Oak Park,IL,60302,88000.00,2.00,1.50,Oak Park,1000.00,,,327.00,88.00,361.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/415-S-Lombard-Ave-60302/unit-301/home/13266607,MRED,10467383,N,Y,41.8811149,-87.7800437
PAST SALE,December-4-2019,Condo/Co-op,339 Home Ave Unit 3E,Oak Park,IL,60302,235000.00,2.00,2.00,Oak Park,1223.00,,1966.00,312.00,192.00,363.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/339-Home-Ave-60302/unit-3E/home/13269648,MRED,10555046,N,Y,41.881846,-87.800385
PAST SALE,,Condo/Co-op,720 Erie St #1,Oak Park,IL,60302,180000.00,1.00,1.00,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/720-Erie-St-60302/unit-1/home/12770094,,,N,Y,41.891767,-87.794092
PAST SALE,,Condo/Co-op,222 N Marion St Unit 3M,Oak Park,IL,60302,220000.00,2.00,1.50,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/222-N-Marion-St-60302/unit-3M/home/13272594,,,N,Y,41.8916372,-87.8023833
PAST SALE,January-6-2020,Condo/Co-op,644 Lake St Unit 2W,Oak Park,IL,60301,161000.00,2.00,1.50,Oak Park,1025.00,,1966.00,279.00,157.00,300.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/644-Lake-St-60301/unit-2W/home/13269998,MRED,10590694,N,Y,41.8887056,-87.7915677
PAST SALE,October-18-2019,Condo/Co-op,415 Wesley Ave #26,Oak Park,IL,60302,72000.00,1.00,1.00,Oak Park,,,1965.00,359.00,,315.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/415-Wesley-Ave-60302/unit-26/home/13268147,MRED,10508152,N,Y,41.880791,-87.791494
PAST SALE,March-27-2020,Condo/Co-op,235 S Maple Ave #2,Oak Park,IL,60302,242000.00,2.00,2.00,Oak Park,1300.00,,,198.00,186.00,400.00,Sold,,,,,,,,http://www.redfin.com/IL/Oak-Park/235-S-Maple-Ave-60302/unit-2/home/13269937,MRED,10615494,N,Y,41.8840829,-87.8044447
PAST SALE,,Condo/Co-op,642 Van Buren St #2,Oak Park,IL,60304,125500.00,1.00,,,,,,,,,,,,,,,,,http://www.redfin.com/IL/Oak-Park/642-Van-Buren-St-60304/unit-2/home/22918235,,,N,Y,41.8744899,-87.7912716
